epoch,batch,loss
9,450,0.2336296040848128
9,500,0.2061920820107708
9,550,0.4948487709373034
9,600,0.2600425510478625
9,650,0.2031021447867883
9,700,0.1674889466272213
9,750,0.439345949252052
9,800,0.5239361702767974
9,850,0.4047242247801764
9,900,0.2528288215879055
9,950,0.2457447810669932
9,1000,0.3234009415502245
9,1050,0.2669322886951241
9,1100,0.2819760926324385
9,1150,0.3722991134746854
9,1200,0.2814628888777499
9,1250,0.2845225957902562
9,1300,0.0782033690802011
9,1350,0.2705550006707725
9,1400,0.2292518265604318
9,1450,0.3214941059923896
10,0,0.4192658810359775
10,50,0.3210290267132319
10,100,0.3293337338827575
10,150,0.1696442596610793
10,200,0.1521275980162839
10,250,0.1914414931246864
10,300,0.2876825875887442
10,350,0.2024378750557907
10,400,0.4434631931861935
10,450,0.2377015974672539
10,500,0.2041447180939987
10,550,0.4952003520554143
10,600,0.2517034814016857
10,650,0.1985852642523315
10,700,0.1632741031098294
10,750,0.4352279983707333
10,800,0.515674137894429
10,850,0.3997464815011098
10,900,0.242332101745686
10,950,0.2430513798865262
10,1000,0.3202648012957577
10,1050,0.2605948007119534
10,1100,0.2769102399652715
10,1150,0.3612850650435424
10,1200,0.2740444868286028
10,1250,0.2778952460048957
10,1300,0.0725702354994894
10,1350,0.2604888869543423
10,1400,0.2243031257429759
10,1450,0.3028706814417738
11,0,0.4176243637226731
11,50,0.3141580975842704
11,100,0.3180836092600451
11,150,0.1640057007567914
11,200,0.1510197073629711
11,250,0.1864925384331916
11,300,0.2811081618456788
11,350,0.194759808413186
11,400,0.4343760705864751
11,450,0.2352610393500717
11,500,0.1963952351455034
11,550,0.4901286613443198
11,600,0.2483915864710406
11,650,0.19914540513348
11,700,0.1577714178100712
11,750,0.4277440117938021
11,800,0.5050366081695103
11,850,0.3849442101049721
11,900,0.2360374817864709
11,950,0.2391272342172991
11,1000,0.3209052967940241
11,1050,0.2516708167546734
11,1100,0.2743573712980718
11,1150,0.3588450545729567
11,1200,0.2683619840656756
11,1250,0.2689899876873561
11,1300,0.0682547204721382
11,1350,0.2585650623944154
11,1400,0.2219546318383019
11,1450,0.2970919585870196
12,0,0.4146016958889948
12,50,0.306647243796777
12,100,0.3110005782577053
12,150,0.1580052690360721
12,200,0.1475655255217485
12,250,0.1843785597598159
12,300,0.2756404604125219
12,350,0.1896097932278239
12,400,0.428420244759489
12,450,0.2338497273487896
12,500,0.1936743093055539
12,550,0.4826610453687633
12,600,0.2395719096034961
12,650,0.1931806121800041
12,700,0.1526116875356814
12,750,0.4197411679256004
12,800,0.494262659106856
12,850,0.3778051069164454
12,900,0.2303514832173476
12,950,0.2371883276789572
12,1000,0.3198654191001412
12,1050,0.2482819399584221
12,1100,0.2703708634333722
12,1150,0.3583130211686196
12,1200,0.2613210013421552
12,1250,0.257596210343516
12,1300,0.0637171839907764
12,1350,0.2539265772552612
12,1400,0.2164287755740316
12,1450,0.289803786617994
13,0,0.4154869574339314
13,50,0.3044119003899216
13,100,0.3029919301096093
13,150,0.153213456245375
13,200,0.1448227414368825
13,250,0.1807127901331719
13,300,0.2689838097289449
13,350,0.1876361963895643
13,400,0.4234734447961286
13,450,0.2281991104559727
13,500,0.1852725531326803
13,550,0.4811840633676393
13,600,0.2310298293033494
13,650,0.1925855936661358
13,700,0.1483023193148085
13,750,0.4220094452527866
13,800,0.4830257398601393
13,850,0.3744847985636288
13,900,0.2247429980034164
13,950,0.232608458656596
13,1000,0.319243910465235
13,1050,0.2485343967453044
13,1100,0.2642460890164799
13,1150,0.3523677353684709
13,1200,0.249859204894716
13,1250,0.2515769422528195
13,1300,0.0607822382496839
13,1350,0.2543872006436443
13,1400,0.2133761784428753
13,1450,0.2864894509711065
14,0,0.4139967545441453
14,50,0.2983628229694388
14,100,0.2919168432988375
14,150,0.1485893071258394
14,200,0.1440361518198016
14,250,0.175335083352229
14,300,0.2661529944697793
14,350,0.1808030442493129
14,400,0.4095669560252047
14,450,0.2307109442205468
14,500,0.1855963806254378
14,550,0.4781071015793159
14,600,0.2247894464783078
14,650,0.1867776708303258
14,700,0.1458184192986394
14,750,0.4096171750502872
14,800,0.4670438762493685
14,850,0.3634459386951584
14,900,0.2195831789364672
14,950,0.2310464845833764
14,1000,0.3203778413146165
14,1050,0.2428963508355014
14,1100,0.2572290470858979
14,1150,0.3493869443710981
14,1200,0.240583301792635
14,1250,0.2432866256639548
14,1300,0.0608020632707814
14,1350,0.2530706757902067
14,1400,0.2089701664120051
14,1450,0.2804775816854914
15,0,0.4135023692996588
15,50,0.2964184344737989
15,100,0.2898477184420382
15,150,0.1422646080708095
15,200,0.1422944906790574
15,250,0.171889413405573
15,300,0.2651878237408009
15,350,0.1758006267648772
15,400,0.4065738013404485
15,450,0.2328388128800762
15,500,0.1776583163456879
15,550,0.4718973515965198
15,600,0.2154984934389378
15,650,0.1869335663492677
15,700,0.1419295756239444
15,750,0.4056275857859131
15,800,0.4575071768063216
15,850,0.3511863722203837
15,900,0.2162768204122471
15,950,0.2232900527260133
15,1000,0.3209919826468946
15,1050,0.2373589181569983
15,1100,0.25489807592517
15,1150,0.3456216206953924
15,1200,0.2323137381840486
15,1250,0.2351428147679707
15,1300,0.0563318808694739
15,1350,0.2468561960996671
15,1400,0.2002411869260909
15,1450,0.2757640886705235
16,0,0.4046914305511163
16,50,0.2891506662428956
16,100,0.2854382420990169
16,150,0.1407102314422146
16,200,0.142828071369135
16,250,0.1718538063467748
16,300,0.2666449583945167
16,350,0.1731531117388384
16,400,0.4000687391788903
16,450,0.2292217053504069
16,500,0.1738478931490115
16,550,0.4647905449194064
16,600,0.2080820651069697
16,650,0.1851371182141939
16,700,0.1384263806185937
16,750,0.400101940572016
16,800,0.4491956824523028
16,850,0.3424995828522085
16,900,0.2116755810210604
16,950,0.2160670097855216
16,1000,0.3141137567669717
16,1050,0.2376826231006809
16,1100,0.2519719796417606
16,1150,0.3432793554514332
16,1200,0.2254839344893349
16,1250,0.2252589989988645
16,1300,0.055059689499769
16,1350,0.2467568493308987
16,1400,0.1980811608549682
16,1450,0.2711169419942739
17,0,0.4058359599472374
17,50,0.2862653419418512
17,100,0.2817550978449016
17,150,0.1378776947360752
17,200,0.1444289983051594
17,250,0.1698894060804774
17,300,0.2665996057427445
17,350,0.1714253011196447
17,400,0.3946043481372607
17,450,0.2220925955827146
17,500,0.1678428154009357
17,550,0.4630274192497774
17,600,0.2015041308320334
17,650,0.1843385880443943
17,700,0.1366179759191114
17,750,0.3955448067827604
17,800,0.4379203383569144
17,850,0.3351561164565724
17,900,0.2099601792685567
17,950,0.2103854197127242
17,1000,0.3107953310661701
17,1050,0.2368135966381039
17,1100,0.249713068935749
17,1150,0.3396689104271252
17,1200,0.2166596134676207
17,1250,0.2216412812407799
17,1300,0.0529859274672412
17,1350,0.240517957243442
17,1400,0.1989209340850378
17,1450,0.2691240101150907
18,0,0.4036102859294448
18,50,0.2833075735807165
18,100,0.2752251699244106
18,150,0.1372007466025368
18,200,0.1381502209236618
18,250,0.1653935251142052
18,300,0.2623765976452933
18,350,0.1679423392330291
18,400,0.385526603163798
18,450,0.222317316880324
18,500,0.1678189161246379
18,550,0.4520512293212328
18,600,0.2002708799833418
18,650,0.1832072113468738
18,700,0.1310587294737727
18,750,0.3888494428623147
18,800,0.4318013723765658
18,850,0.327089518705127
18,900,0.205217810260233
18,950,0.2033676550007531
18,1000,0.3070355353910342
18,1050,0.2341989409482447
18,1100,0.2465476228354753
18,1150,0.3422649453215312
18,1200,0.2113310561145842
18,1250,0.2146014964777967
18,1300,0.0515993645940097
18,1350,0.2389818056739736
18,1400,0.1973216002486087
18,1450,0.2656751938051989
19,0,0.3980247631633445
19,50,0.2722923545036982
19,100,0.262549474469968
19,150,0.1539333554192282
19,200,0.1326748638087032
19,250,0.1629533308283442
19,300,0.2291499213415725
19,350,0.1697988410290933
19,400,0.3774499925863318
19,450,0.2196360749478327
19,500,0.1372724959960529
19,550,0.4701817367503796
19,600,0.1855301479897504
19,650,0.1980616906415271
19,700,0.1183066500591234
19,750,0.3408457979330397
19,800,0.4584606048354636
19,850,0.3093853797271834
19,900,0.2201149269280235
19,950,0.1805733416143962
19,1000,0.2836715678867853
19,1050,0.2486071412676183
19,1100,0.2587800513307106
19,1150,0.3067934549111757
19,1200,0.2195265154430017
19,1250,0.1926433788158291
19,1300,0.0335481442569917
19,1350,0.1977035272489682
19,1400,0.1811182618150371
19,1450,0.2839962542421708
20,0,0.4097352615161866
20,50,0.2660837339228491
20,100,0.2605574252021038
20,150,0.147871909670311
20,200,0.1296902350760247
20,250,0.1581650969736509
20,300,0.2243513509480752
20,350,0.1633255502711144
20,400,0.3728524993292931
20,450,0.2220915470968787
20,500,0.1294832662493126
20,550,0.4666156537611675
20,600,0.1780664679109512
20,650,0.1923203189387729
20,700,0.1176382846628696
20,750,0.3407270703272225
20,800,0.4470644042175116
20,850,0.3048897425149586
20,900,0.2165087623412708
20,950,0.1792415856183128
20,1000,0.2785745148840665
20,1050,0.246992271962805
20,1100,0.2572094866198973
20,1150,0.3086361314966034
20,1200,0.219975809490123
20,1250,0.1920001802482862
20,1300,0.0327567560423692
20,1350,0.1983727703511995
20,1400,0.1808728963770676
20,1450,0.2863379612381652
21,0,0.4097811762889577
21,50,0.2641631168934014
21,100,0.2544739696896244
21,150,0.1470404917933442
21,200,0.1287146126225099
21,250,0.1547288342178504
21,300,0.2217782993894241
21,350,0.1611929098725046
21,400,0.3711119498535875
21,450,0.221820822254612
21,500,0.1265809215764233
21,550,0.4632303379131806
21,600,0.1754796761989755
21,650,0.1897938126844444
21,700,0.1170973020145048
21,750,0.3397312734761346
21,800,0.4419882839095989
21,850,0.3019036126449834
21,900,0.2133944501438418
21,950,0.1768656729680309
21,1000,0.2759823740048213
21,1050,0.2459733049304366
21,1100,0.256611451164089
21,1150,0.3089006866518524
21,1200,0.2202298159616467
21,1250,0.191289945551201
21,1300,0.0322425461032383
21,1350,0.197078719797412
21,1400,0.1803514517656961
21,1450,0.2864130747400984
